code,name,total_mcap,sector,mcap_b,size_group,first_kline_date,first_year
301329,信音电子,3070000000.0,消费电子零部件及组装,30.7,MID,2023-07-14,2023
300069,金利华电,3072000000.0,线缆部件及其他,30.72,MID,2010-11-19,2010
600749,西藏旅游,3073000000.0,自然景区,30.73,MID,2001-06-01,2001
600052,东望时代,3073000000.0,热力服务,30.73,MID,2001-05-21,2001
001259,利仁科技,3077000000.0,厨房小家电,30.77,MID,2022-08-30,2022
603116,红蜻蜓,3077000000.0,鞋帽及其他,30.77,MID,2015-07-01,2015
000803,山高环能,3078000000.0,电能综合服务,30.78,MID,2001-08-17,2001
301121,紫建电子,3079000000.0,锂电池,30.79,MID,2022-08-05,2022
002878,元隆雅图,3081000000.0,营销代理,30.81,MID,2017-06-09,2017
300673,佩蒂股份,3081000000.0,宠物食品,30.81,MID,2017-07-10,2017
001215,千味央厨,3082000000.0,预加工食品,30.82,MID,2021-09-03,2021
301100,风光股份,3083000000.0,其他化学制品,30.83,MID,2021-12-16,2021
000421,南京公用,3085000000.0,综合Ⅲ,30.85,MID,2000-10-10,2000
300686,智动力,3086000000.0,消费电子零部件及组装,30.86,MID,2017-08-03,2017
300092,科新机电,3087000000.0,能源及重型设备,30.87,MID,2011-03-15,2011
002849,威星智能,3089000000.0,仪器仪表,30.89,MID,2017-02-16,2017
002981,朝阳科技,3089000000.0,消费电子零部件及组装,30.89,MID,2020-04-16,2020
002972,科安达,3090000000.0,轨交设备Ⅲ,30.9,MID,2019-12-26,2019
603350,安乃达,3091000000.0,电机Ⅲ,30.91,MID,2024-07-02,2024
301223,中荣股份,3094000000.0,纸包装,30.94,MID,2022-10-25,2022
605566,福莱蒽特,3096000000.0,纺织化学制品,30.96,MID,2021-10-22,2021
002286,保龄宝,3097000000.0,其他农产品加工,30.97,MID,2010-04-28,2010
605399,晨光新材,3098000000.0,有机硅,30.98,MID,2020-08-03,2020
000788,北大医药,3099000000.0,化学制剂,30.99,MID,2000-12-26,2000
605218,伟时电子,3101000000.0,面板,31.01,MID,2020-09-25,2020
603577,汇金通,3103000000.0,线缆部件及其他,31.03,MID,2016-12-21,2016
300345,华民股份,3106000000.0,硅料硅片,31.06,MID,2013-02-18,2013
002451,摩恩电气,3107000000.0,线缆部件及其他,31.07,MID,2011-03-15,2011
600731,湖南海利,3107000000.0,农药,31.07,MID,2000-05-26,2000
002224,三 力 士,3112000000.0,其他橡胶制品,31.12,MID,2008-10-31,2008
300752,隆利科技,3112000000.0,LED,31.12,MID,2018-11-29,2018
002666,德联集团,3113000000.0,其他化学制品,31.13,MID,2012-04-11,2012
002798,帝欧水华,3114000000.0,瓷砖地板,31.14,MID,2016-09-01,2016
600280,中央商场,3114000000.0,百货,31.14,MID,2001-05-21,2001
600622,光大嘉宝,3119000000.0,住宅开发,31.19,MID,2000-05-23,2000
301499,维科精密,3119000000.0,汽车电子电气系统,31.19,MID,2023-07-20,2023
600293,三峡新材,3121000000.0,玻璃制造,31.21,MID,2001-08-22,2001
300998,宁波方正,3127000000.0,其他汽车零部件,31.27,MID,2021-06-01,2021
300551,古鳌科技,3129000000.0,其他计算机设备,31.29,MID,2016-11-03,2016
603999,读者传媒,3133000000.0,大众出版,31.33,MID,2015-12-14,2015
000509,华塑控股,3134000000.0,面板,31.34,MID,2002-05-22,2002
300270,中威电子,3134000000.0,安防设备,31.34,MID,2011-11-09,2011
603230,内蒙新华,3136000000.0,大众出版,31.36,MID,2021-12-23,2021
001318,阳光乳业,3138000000.0,乳品,31.38,MID,2022-05-19,2022
603656,泰禾智能,3138000000.0,其他专用设备,31.38,MID,2017-03-20,2017
603856,东宏股份,3139000000.0,管材,31.39,MID,2017-11-03,2017
003002,壶化股份,3142000000.0,民爆制品,31.42,MID,2020-09-21,2020
603139,康惠股份,3142000000.0,中药Ⅲ,31.42,MID,2017-04-24,2017
603600,永艺股份,3142000000.0,成品家居,31.42,MID,2015-02-09,2015
301315,威士顿,3144000000.0,横向通用软件,31.44,MID,2023-06-20,2023
603351,威尔药业,3145000000.0,原料药,31.45,MID,2019-01-29,2019
002548,金新农,3147000000.0,畜禽饲料,31.47,MID,2011-07-04,2011
000931,中 关 村,3148000000.0,化学制剂,31.48,MID,2001-04-24,2001
002094,青岛金王,3150000000.0,其他家居用品,31.5,MID,2007-11-27,2007
605186,健麾信息,3152000000.0,其他自动化设备,31.52,MID,2020-12-21,2020
002178,延华智能,3155000000.0,垂直应用软件,31.55,MID,2008-04-22,2008
002912,中新赛克,3155000000.0,其他计算机设备,31.55,MID,2017-11-20,2017
600716,凤凰股份,3155000000.0,住宅开发,31.55,MID,2001-02-26,2001
603095,越剑智能,3156000000.0,纺织服装设备,31.56,MID,2020-04-14,2020
605398,新炬网络,3160000000.0,IT服务Ⅲ,31.6,MID,2021-01-20,2021
300515,三德科技,3162000000.0,仪器仪表,31.62,MID,2016-06-13,2016
603409,汇通控股,3162000000.0,车身附件及饰件,31.62,MID,2025-03-03,2025
603898,好莱客,3164000000.0,定制家居,31.64,MID,2015-06-12,2015
003029,吉大正元,3166000000.0,垂直应用软件,31.66,MID,2020-12-23,2020
603535,嘉诚国际,3168000000.0,跨境物流,31.68,MID,2017-08-07,2017
603788,宁波高发,3168000000.0,底盘与发动机系统,31.68,MID,2015-02-06,2015
600467,好当家,3170000000.0,水产养殖,31.7,MID,2004-06-24,2004
603987,康德莱,3171000000.0,医疗耗材,31.71,MID,2016-11-18,2016
603948,建业股份,3172000000.0,其他化学制品,31.72,MID,2020-02-28,2020
000007,全新好,3173000000.0,商业物业经营,31.73,MID,2002-12-26,2002
300521,爱司凯,3174000000.0,印刷包装机械,31.74,MID,2016-08-08,2016
301313,凡拓数创,3174000000.0,其他数字媒体,31.74,MID,2022-09-29,2022
600512,腾达建设,3175000000.0,基建市政工程,31.75,MID,2003-07-09,2003
300879,大叶股份,3178000000.0,农用机械,31.78,MID,2020-08-31,2020
002369,卓翼科技,3181000000.0,消费电子零部件及组装,31.81,MID,2011-03-28,2011
002395,双象股份,3181000000.0,合成树脂,31.81,MID,2010-07-01,2010
001266,宏英智能,3184000000.0,工控设备,31.84,MID,2022-02-25,2022
300157,新锦动力,3184000000.0,其他通用设备,31.84,MID,2012-01-16,2012
600327,大东方,3185000000.0,百货,31.85,MID,2002-09-27,2002
301360,荣旗科技,3186000000.0,仪器仪表,31.86,MID,2023-04-24,2023
300817,双飞集团,3187000000.0,金属制品,31.87,MID,2020-02-17,2020
000514,渝 开 发,3189000000.0,住宅开发,31.89,MID,2000-09-20,2000
301575,艾芬达,3190000000.0,卫浴制品,31.9,MID,2025-09-09,2025
300095,华伍股份,3191000000.0,能源及重型设备,31.91,MID,2010-11-22,2010
300110,华仁药业,3192000000.0,化学制剂,31.92,MID,2011-08-17,2011
300288,朗玛信息,3194000000.0,IT服务Ⅲ,31.94,MID,2012-11-06,2012
301077,星华新材,3194000000.0,其他化学制品,31.94,MID,2021-09-29,2021
000701,厦门信达,3195000000.0,贸易Ⅲ,31.95,MID,2000-04-25,2000
603817,海峡环保,3198000000.0,水务及水治理,31.98,MID,2017-02-17,2017
001395,亚联机械,3203000000.0,其他专用设备,32.03,MID,2025-01-24,2025
603648,畅联股份,3204000000.0,端到端供应链服务,32.04,MID,2017-09-12,2017
301459,丰茂股份,3204000000.0,其他橡胶制品,32.04,MID,2023-12-12,2023
002646,天佑德酒,3204999999.9999995,白酒Ⅲ,32.05,MID,2011-12-22,2011
601999,出版传媒,3206000000.0,大众出版,32.06,MID,2008-05-30,2008
300078,思创智联,3208000000.0,IT服务Ⅲ,32.08,MID,2010-09-06,2010
301222,浙江恒威,3211999999.9999995,蓄电池及其他电池,32.12,MID,2022-03-08,2022
603313,梦百合,3211999999.9999995,成品家居,32.12,MID,2016-10-12,2016
603815,交建股份,3211999999.9999995,基建市政工程,32.12,MID,2019-11-01,2019
600853,龙建股份,3213000000.0000005,基建市政工程,32.13,MID,2000-10-27,2000
600865,百大集团,3213000000.0000005,百货,32.13,MID,2000-08-16,2000
000789,万年青,3214000000.0,水泥制造,32.14,MID,2000-06-07,2000
002404,嘉欣丝绸,3215000000.0,非运动服装,32.15,MID,2010-07-16,2010
300829,金丹科技,3215999999.9999995,食品及饲料添加剂,32.16,MID,2020-04-21,2020
301311,昆船智能,3215999999.9999995,其他通用设备,32.16,MID,2022-11-29,2022
603205,健尔康,3220000000.0000005,医疗耗材,32.2,MID,2024-11-06,2024
000731,四川美丰,3222000000.0,氮肥,32.22,MID,2000-06-20,2000
300399,天利科技,3227000000.0000005,IT服务Ⅲ,32.27,MID,2014-10-29,2014
300698,万马科技,3227000000.0000005,通信网络设备及器件,32.27,MID,2017-08-30,2017
600218,全柴动力,3228000000.0,底盘与发动机系统,32.28,MID,2000-05-25,2000
603396,金辰股份,3228000000.0,光伏加工设备,32.28,MID,2017-10-17,2017
301199,迈赫股份,3229000000.0,机器人,32.29,MID,2021-12-06,2021
300250,初灵信息,3229999999.9999995,IT服务Ⅲ,32.3,MID,2012-02-06,2012
001326,联域股份,3232000000.0,照明设备Ⅲ,32.32,MID,2023-11-08,2023
001256,炜冈科技,3236999999.9999995,印刷包装机械,32.37,MID,2022-12-02,2022
002599,盛通股份,3238000000.0000005,印刷,32.38,MID,2011-12-05,2011
001217,华尔泰,3239000000.0,其他化学原料,32.39,MID,2021-09-28,2021
603679,华体科技,3240999999.9999995,LED,32.41,MID,2017-06-20,2017
605108,同庆楼,3242000000.0,餐饮,32.42,MID,2020-07-15,2020
001230,劲旅环境,3243000000.0,固废治理,32.43,MID,2022-07-14,2022
300511,雪榕生物,3243000000.0,食用菌,32.43,MID,2016-05-10,2016
603038,华立股份,3243000000.0,其他建材Ⅲ,32.43,MID,2017-01-18,2017
300439,美康生物,3244000000.0,体外诊断,32.44,MID,2015-04-27,2015
600229,城市传媒,3244000000.0,大众出版,32.44,MID,2000-12-27,2000
600653,申华控股,3250000000.0,汽车经销商,32.5,MID,2001-03-30,2001
002037,保利联合,3252000000.0000005,民爆制品,32.52,MID,2005-09-20,2005
301169,零点有数,3253000000.0,其他专业服务,32.53,MID,2021-11-02,2021
301302,华如科技,3254000000.0,军工电子Ⅲ,32.54,MID,2022-06-22,2022
300370,安控科技,3256000000.0,仪器仪表,32.56,MID,2014-06-20,2014
301257,普蕊斯,3256000000.0,医疗研发外包,32.56,MID,2022-05-16,2022
605066,天正电气,3256000000.0,配电设备,32.56,MID,2020-08-06,2020
002199,东晶电子,3260000000.0,被动元件,32.6,MID,2008-12-16,2008
301289,国缆检测,3260000000.0,检测服务,32.6,MID,2022-06-21,2022
603759,海天股份,3260000000.0,水务及水治理,32.6,MID,2021-03-25,2021
300658,延江股份,3261000000.0,生活用纸,32.61,MID,2017-06-15,2017
301361,众智科技,3261999999.9999995,配电设备,32.62,MID,2022-11-15,2022
603811,诚意药业,3267000000.0,化学制剂,32.67,MID,2017-03-14,2017
301195,北路智控,3269000000.0,垂直应用软件,32.69,MID,2022-07-29,2022
600503,华丽家族,3269000000.0,住宅开发,32.69,MID,2004-02-03,2004
603375,盛景微,3274000000.0,模拟芯片设计,32.74,MID,2024-01-23,2024
003037,三和管桩,3277000000.0000005,水泥制品,32.77,MID,2021-02-03,2021
002927,泰永长征,3283000000.0,配电设备,32.83,MID,2018-02-26,2018
003025,思进智能,3283000000.0,机床工具,32.83,MID,2020-12-10,2020
002766,索菱股份,3285000000.0,汽车电子电气系统,32.85,MID,2016-01-14,2016
300160,秀强股份,3285000000.0,家电零部件Ⅲ,32.85,MID,2011-05-06,2011
600638,新黄浦,3286000000.0,住宅开发,32.86,MID,2000-04-17,2000
000736,中交发展,3286999999.9999995,住宅开发,32.87,MID,2002-09-24,2002
603316,诚邦股份,3290999999.9999995,园林工程,32.91,MID,2017-06-16,2017
301509,金凯生科,3290999999.9999995,医疗研发外包,32.91,MID,2023-08-02,2023
300955,嘉亨家化,3294000000.0,化妆品制造及其他,32.94,MID,2021-03-31,2021
600318,新力金融,3297000000.0,金融控股,32.97,MID,2003-07-09,2003
300805,电声股份,3297999999.9999995,营销代理,32.98,MID,2019-11-20,2019
603357,设计总院,3302000000.0000005,工程咨询服务Ⅲ,33.02,MID,2017-07-31,2017
600262,北方股份,3303000000.0,能源及重型设备,33.03,MID,2000-09-27,2000
301456,盘古智能,3306000000.0,风电零部件,33.06,MID,2023-07-13,2023
300132,青松股份,3311000000.0,化妆品制造及其他,33.11,MID,2011-04-15,2011
600539,狮头股份,3311999999.9999995,电商服务,33.12,MID,2003-01-15,2003
300962,中金辐照,3319000000.0,其他专业服务,33.19,MID,2021-04-08,2021
301025,读客文化,3319000000.0,大众出版,33.19,MID,2021-07-23,2021
000151,中成股份,3320000000.0000005,贸易Ⅲ,33.2,MID,2000-12-01,2000
002374,中锐股份,3321000000.0,金属包装,33.21,MID,2010-08-23,2010
300683,海特生物,3321000000.0,医疗研发外包,33.21,MID,2017-11-02,2017
300721,怡达股份,3322000000.0,其他化学制品,33.22,MID,2017-11-14,2017
001358,兴欣新材,3324000000.0,其他化学制品,33.24,MID,2023-12-20,2023
605077,华康股份,3324000000.0,食品及饲料添加剂,33.24,MID,2021-02-22,2021
002054,德美化工,3327000000.0000005,纺织化学制品,33.27,MID,2006-09-15,2006
300272,开能健康,3333000000.0,清洁小家电,33.33,MID,2012-07-02,2012
605388,均瑶健康,3339000000.0,乳品,33.39,MID,2020-08-17,2020
300812,易天股份,3340000000.0,消费电子零部件及组装,33.4,MID,2020-01-08,2020
301208,中亦科技,3343000000.0,IT服务Ⅲ,33.43,MID,2022-07-06,2022
002391,长青股份,3345000000.0000005,农药,33.45,MID,2010-04-28,2010
002453,华软科技,3347000000.0,其他化学制品,33.47,MID,2011-06-20,2011
605136,丽人丽妆,3347999999.9999995,电商服务,33.48,MID,2020-09-28,2020
301072,中捷精工,3352000000.0000005,底盘与发动机系统,33.52,MID,2021-09-28,2021
603255,鼎际得,3353000000.0,其他化学制品,33.53,MID,2022-08-17,2022
001282,三联锻造,3354999999.9999995,底盘与发动机系统,33.55,MID,2023-05-23,2023
300608,思特奇,3354999999.9999995,垂直应用软件,33.55,MID,2017-02-10,2017
000926,福星股份,3361000000.0,住宅开发,33.61,MID,2000-06-29,2000
301518,长华化学,3365000000.0,其他化学制品,33.65,MID,2023-08-02,2023
603390,通达电气,3365000000.0,汽车电子电气系统,33.65,MID,2019-11-22,2019
000546,金圆股份,3367000000.0,固废治理,33.67,MID,2002-04-04,2002
601366,利群股份,3369000000.0,多业态零售,33.69,MID,2017-04-18,2017
300154,瑞凌股份,3376000000.0,其他通用设备,33.76,MID,2011-02-21,2011
603665,康隆达,3378000000.0,鞋帽及其他,33.78,MID,2017-03-10,2017
301221,光庭信息,3378000000.0,汽车电子电气系统,33.78,MID,2021-12-21,2021
300599,雄塑科技,3381000000.0,管材,33.81,MID,2017-02-10,2017
000868,安凯客车,3382000000.0,商用载客车,33.82,MID,2000-10-13,2000
605058,澳弘电子,3382000000.0,印制电路板,33.82,MID,2020-10-20,2020
300230,永利股份,3383000000.0,其他塑料制品,33.83,MID,2011-12-19,2011
002184,海得控制,3385000000.0,工控设备,33.85,MID,2008-02-22,2008
002103,广博股份,3386999999.9999995,文化用品,33.87,MID,2008-05-22,2008
003001,中岩大地,3392000000.0,其他专业工程,33.92,MID,2020-10-12,2020
000659,珠海中富,3394000000.0,塑料包装,33.94,MID,2000-10-31,2000
600834,申通地铁,3394000000.0,公交,33.94,MID,2000-07-17,2000
300664,鹏鹞环保,3395000000.0000005,水务及水治理,33.95,MID,2018-01-04,2018
603192,汇得科技,3399000000.0,聚氨酯,33.99,MID,2018-08-27,2018
001396,誉帆科技,3401000000.0,基建市政工程,34.01,MID,2025-12-29,2025
002462,嘉事堂,3401000000.0,医药流通,34.01,MID,2011-02-11,2011
605158,华达新材,3401000000.0,其他金属新材料,34.01,MID,2020-08-04,2020
300542,新晨科技,3407000000.0,垂直应用软件,34.07,MID,2016-10-10,2016
600800,渤海化学,3408000000.0,其他石化,34.08,MID,2001-05-24,2001
002356,鹏飞绿能,3409000000.0000005,多业态零售,34.09,MID,2011-05-24,2011
002016,世荣兆业,3414000000.0,住宅开发,34.14,MID,2005-02-25,2005
300822,贝仕达克,3414000000.0,消费电子零部件及组装,34.14,MID,2020-03-12,2020
301668,昊创瑞通,3415999999.9999995,配电设备,34.16,MID,2025-09-25,2025
603381,永臻股份,3415999999.9999995,光伏辅材,34.16,MID,2024-06-26,2024
300691,联合光电,3417000000.0,安防设备,34.17,MID,2017-08-24,2017
001269,欧晶科技,3419000000.0,光伏辅材,34.19,MID,2022-09-29,2022
603630,拉芳家化,3421000000.0,品牌化妆品,34.21,MID,2017-03-10,2017
002457,青龙管业,3422000000.0,管材,34.22,MID,2010-08-11,2010
301038,深水规院,3422000000.0,工程咨询服务Ⅲ,34.22,MID,2021-08-03,2021
002593,日上集团,3424000000.0,钢结构,34.24,MID,2011-07-26,2011
002628,成都路桥,3429999999.9999995,基建市政工程,34.3,MID,2011-12-15,2011
300729,乐歌股份,3429999999.9999995,其他家居用品,34.3,MID,2017-11-30,2017
300911,亿田智能,3429999999.9999995,厨房电器,34.3,MID,2020-12-02,2020
301060,兰卫医学,3432000000.0,诊断服务,34.32,MID,2021-09-10,2021
000889,中嘉博创,3436000000.0,通信工程及服务,34.36,MID,2002-01-21,2002
002095,生 意 宝,3436999999.9999995,门户网站,34.37,MID,2006-12-28,2006
301383,天键股份,3436999999.9999995,消费电子零部件及组装,34.37,MID,2023-06-08,2023
603291,联合水务,3436999999.9999995,水务及水治理,34.37,MID,2023-03-24,2023
600980,北矿科技,3440000000.0,能源及重型设备,34.4,MID,2004-09-01,2004
000407,胜利股份,3440999999.9999995,燃气Ⅲ,34.41,MID,2001-02-28,2001
300190,维尔利,3442000000.0,综合环境治理,34.42,MID,2012-02-20,2012
000892,欢瑞世纪,3443000000.0,影视动漫制作,34.43,MID,2003-04-21,2003
002148,北纬科技,3447000000.0,通信应用增值服务,34.47,MID,2007-12-17,2007
300875,捷强装备,3449000000.0,地面兵装Ⅲ,34.49,MID,2020-09-18,2020
002868,绿康生化,3450000000.0,动物保健Ⅲ,34.5,MID,2017-05-10,2017
300880,迦南智能,3450000000.0,电工仪器仪表,34.5,MID,2020-08-31,2020
603101,汇嘉时代,3453000000.0,多业态零售,34.53,MID,2016-05-05,2016
603261,立航科技,3454000000.0,航空装备Ⅲ,34.54,MID,2022-03-16,2022
300907,康平科技,3454000000.0,电机Ⅲ,34.54,MID,2020-11-17,2020
002669,康达新材,3456000000.0,胶黏剂及胶带,34.56,MID,2013-02-28,2013
603109,神驰机电,3456000000.0,其他通用设备,34.56,MID,2019-12-30,2019
603232,格尔软件,3456000000.0,垂直应用软件,34.56,MID,2017-04-20,2017
603309,维力医疗,3456000000.0,医疗耗材,34.56,MID,2015-06-08,2015
300427,红相股份,3458000000.0,电网自动化设备,34.58,MID,2015-12-22,2015
601599,浙文影业,3458000000.0,其他纺织,34.58,MID,2012-02-06,2012
300921,南凌科技,3461000000.0,通信应用增值服务,34.61,MID,2020-12-21,2020
002879,长缆科技,3461999999.9999995,线缆部件及其他,34.62,MID,2017-07-06,2017
300736,百邦科技,3464000000.0,其他电子Ⅲ,34.64,MID,2018-01-10,2018
300402,宝色股份,3465000000.0,金属制品,34.65,MID,2015-02-11,2015
002269,美邦服饰,3467000000.0,非运动服装,34.67,MID,2008-11-24,2008
000570,苏常柴Ａ,3472000000.0,底盘与发动机系统,34.72,MID,2000-03-31,2000
000965,天保基建,3474000000.0,住宅开发,34.74,MID,2001-01-19,2001
002587,奥拓电子,3475000000.0,LED,34.75,MID,2011-12-13,2011
600857,宁波中百,3475000000.0,百货,34.75,MID,2000-07-10,2000
603569,长久物流,3476000000.0,公路货运,34.76,MID,2016-08-09,2016
002412,汉森制药,3477000000.0000005,中药Ⅲ,34.77,MID,2010-12-03,2010
002676,顺威股份,3478000000.0,家电零部件Ⅲ,34.78,MID,2013-05-17,2013
600506,统一股份,3479999999.9999995,炼油化工,34.8,MID,2003-04-09,2003
603559,中通国脉,3483000000.0,通信工程及服务,34.83,MID,2017-04-06,2017
300920,润阳科技,3484000000.0000005,其他塑料制品,34.84,MID,2020-12-24,2020
000716,黑芝麻,3486000000.0,零食,34.86,MID,2002-07-25,2002
002107,沃华医药,3486000000.0,中药Ⅲ,34.86,MID,2007-03-26,2007
605378,野马电池,3489000000.0,蓄电池及其他电池,34.89,MID,2021-04-09,2021
300011,鼎汉技术,3494000000.0,轨交设备Ⅲ,34.94,MID,2010-08-02,2010
300881,盛德鑫泰,3495000000.0000005,特钢Ⅲ,34.95,MID,2020-08-31,2020
300749,顶固集创,3496000000.0,定制家居,34.96,MID,2018-10-22,2018
002296,辉煌科技,3497999999.9999995,通信网络设备及器件,34.98,MID,2010-05-12,2010
300991,创益通,3497999999.9999995,其他电子Ⅲ,34.98,MID,2021-05-19,2021
002596,海南瑞泽,3500000000.0,水泥制品,35.0,MID,2012-07-25,2012
000607,华媒控股,3501000000.0,广告媒体,35.01,MID,2001-04-19,2001
300908,仲景食品,3503000000.0,调味发酵品Ⅲ,35.03,MID,2020-11-20,2020
603106,恒银科技,3503000000.0,其他计算机设备,35.03,MID,2017-09-20,2017
300448,浩云科技,3504000000.0,IT服务Ⅲ,35.04,MID,2015-05-04,2015
300530,领湃科技,3504000000.0,其他化学制品,35.04,MID,2016-08-24,2016
300830,金现代,3504999999.9999995,垂直应用软件,35.05,MID,2020-04-30,2020
002923,润都股份,3506000000.0,化学制剂,35.06,MID,2018-01-04,2018
300107,建新股份,3506000000.0,纺织化学制品,35.06,MID,2010-08-27,2010
600844,金煤科技,3507000000.0,煤化工,35.07,MID,2001-09-25,2001
300200,高盟新材,3508000000.0,聚氨酯,35.08,MID,2011-06-23,2011
600333,长春燃气,3508000000.0,燃气Ⅲ,35.08,MID,2001-05-15,2001
002962,五方光电,3509000000.0000005,光学元件,35.09,MID,2019-09-16,2019
300862,蓝盾光电,3510000000.0,仪器仪表,35.1,MID,2020-08-21,2020
002917,金奥博,3511000000.0,民爆制品,35.11,MID,2017-12-21,2017
300690,双一科技,3511999999.9999995,风电零部件,35.12,MID,2017-08-07,2017
603020,爱普股份,3511999999.9999995,食品及饲料添加剂,35.12,MID,2015-03-24,2015
603706,东方环宇,3513000000.0000005,燃气Ⅲ,35.13,MID,2018-07-06,2018
605369,拱东医疗,3515000000.0,医疗耗材,35.15,MID,2020-09-15,2020
603579,荣泰健康,3515999999.9999995,其他家电Ⅲ,35.16,MID,2017-01-10,2017
600520,三佳科技,3517000000.0,其他专用设备,35.17,MID,2002-11-06,2002
603138,海量数据,3517000000.0,IT服务Ⅲ,35.17,MID,2017-03-03,2017
300424,航新科技,3522999999.9999995,航空装备Ⅲ,35.23,MID,2015-07-23,2015
002693,双成药业,3525000000.0,化学制剂,35.25,MID,2013-01-04,2013
300978,东箭科技,3525000000.0,车身附件及饰件,35.25,MID,2021-04-23,2021
301281,科源制药,3525000000.0,原料药,35.25,MID,2023-04-18,2023
002086,东方海洋,3526000000.0,体外诊断,35.26,MID,2007-06-20,2007
603207,小方制药,3527000000.0000005,化学制剂,35.27,MID,2024-08-23,2024
300901,中胤时尚,3528000000.0,非运动服装,35.28,MID,2020-10-28,2020
300639,凯普生物,3529999999.9999995,体外诊断,35.3,MID,2017-04-11,2017
301446,福事特,3529999999.9999995,工程机械器件,35.3,MID,2023-07-24,2023
300798,锦鸡股份,3531000000.0,纺织化学制品,35.31,MID,2019-11-21,2019
002613,北玻股份,3533000000.0,玻璃制造,35.33,MID,2011-09-13,2011
301210,金杨精密,3533000000.0,锂电池,35.33,MID,2023-06-29,2023
603956,威派格,3533000000.0,其他专用设备,35.33,MID,2019-02-21,2019
300193,佳士科技,3534000000.0000005,其他通用设备,35.34,MID,2011-04-11,2011
000626,远大控股,3536000000.0,原材料供应链服务,35.36,MID,2001-02-06,2001
603566,普莱柯,3536999999.9999995,动物保健Ⅲ,35.37,MID,2015-05-22,2015
301073,君亭酒店,3539000000.0,酒店,35.39,MID,2021-10-13,2021
301172,君逸数码,3539000000.0,IT服务Ⅲ,35.39,MID,2023-07-25,2023
001390,古麒绒材,3540000000.0,其他纺织,35.4,MID,2025-05-28,2025
301068,大地海洋,3540000000.0,固废治理,35.4,MID,2021-10-18,2021
301186,超达装备,3543000000.0,其他汽车零部件,35.43,MID,2021-12-24,2021
603551,奥普科技,3543000000.0,卫浴电器,35.43,MID,2020-01-14,2020
603926,铁流股份,3544000000.0,底盘与发动机系统,35.44,MID,2017-05-09,2017
002853,皮阿诺,3549000000.0,定制家居,35.49,MID,2017-03-22,2017
300603,立昂技术,3551000000.0,通信工程及服务,35.51,MID,2017-09-21,2017
000721,西安饮食,3553000000.0,餐饮,35.53,MID,2000-12-26,2000
600579,中化装备,3554000000.0,其他专用设备,35.54,MID,2004-06-03,2004
603199,九华旅游,3556000000.0,自然景区,35.56,MID,2015-03-25,2015
002370,亚太药业,3557000000.0,化学制剂,35.57,MID,2010-10-11,2010
300213,佳讯飞鸿,3560000000.0,其他通信设备,35.6,MID,2012-04-27,2012
603105,芯能科技,3560000000.0,光伏发电,35.6,MID,2018-07-06,2018
600127,金健米业,3568000000.0,粮油加工,35.68,MID,2000-08-03,2000
300299,富春股份,3569000000.0,游戏Ⅲ,35.69,MID,2013-09-13,2013
603703,盛洋科技,3569000000.0,LED,35.69,MID,2015-08-28,2015
603716,塞力医疗,3570000000.0000005,医药流通,35.7,MID,2016-11-15,2016
300111,向日葵,3578000000.0,化学制剂,35.78,MID,2011-07-21,2011
603126,中材节能,3578000000.0,环保设备Ⅲ,35.78,MID,2014-10-30,2014
002615,哈尔斯,3588000000.0000005,其他家居用品,35.88,MID,2011-09-27,2011
002333,罗普斯金,3590999999.9999995,其他建材Ⅲ,35.91,MID,2010-03-11,2010
600212,绿能慧充,3590999999.9999995,其他电源设备Ⅲ,35.91,MID,2002-04-12,2002
603421,鼎信通讯,3594000000.0,通信网络设备及器件,35.94,MID,2016-10-10,2016
301332,德尔玛,3600000000.0,清洁小家电,36.0,MID,2023-05-17,2023
603081,大丰实业,3600000000.0,其他专用设备,36.0,MID,2017-04-19,2017
301002,崧盛股份,3608000000.0,输变电设备,36.08,MID,2021-06-04,2021
002339,积成电子,3614000000.0,电网自动化设备,36.14,MID,2010-04-23,2010
600805,悦达投资,3615999999.9999995,综合Ⅲ,36.16,MID,2000-06-20,2000
301016,雷尔伟,3622999999.9999995,轨交设备Ⅲ,36.23,MID,2021-07-13,2021
002187,广百股份,3624000000.0,百货,36.24,MID,2008-01-08,2008
300473,德尔股份,3624000000.0,其他汽车零部件,36.24,MID,2015-09-29,2015
002783,凯龙股份,3625000000.0,民爆制品,36.25,MID,2015-12-08,2015
301187,欧圣电气,3628000000.0,清洁小家电,36.28,MID,2022-04-21,2022
600830,香溢融通,3629999999.9999995,金融控股,36.3,MID,2000-04-19,2000
301398,星源卓镁,3633000000.0,车身附件及饰件,36.33,MID,2022-12-14,2022
002469,三维化学,3640000000.0,其他化学原料,36.4,MID,2011-02-01,2011
603639,海利尔,3640000000.0,农药,36.4,MID,2017-01-11,2017
002162,悦心健康,3642000000.0,瓷砖地板,36.42,MID,2008-04-17,2008
605189,富春染织,3645000000.0000005,印染,36.45,MID,2021-05-27,2021
603615,茶花股份,3649000000.0,其他家居用品,36.49,MID,2017-02-10,2017
002362,汉王科技,3650000000.0,垂直应用软件,36.5,MID,2010-03-11,2010
000055,方大集团,3651000000.0,其他建材Ⅲ,36.51,MID,2000-05-09,2000
300404,博济医药,3653000000.0,医疗研发外包,36.53,MID,2015-07-31,2015
000532,华金资本,3654000000.0,资产管理,36.54,MID,2000-09-06,2000
