symbol,target_date,size_class,size_class_source,historical_mcap_b,mcap_quality,share_effective_date,share_date_quality,current_size_group
600266,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,1.9502243710121245,PIT_SAFE,2008-02-05,KNOWN_EFFECTIVE_DATE,MID
600266,2012-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,4.694093760140249,PIT_SAFE,2010-02-05,KNOWN_EFFECTIVE_DATE,MID
600271,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.170243262820142,PIT_SAFE,2003-07-11,KNOWN_EFFECTIVE_DATE,LARGE
600271,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,1.0579626460529696,PIT_SAFE,2003-07-11,KNOWN_EFFECTIVE_DATE,LARGE
600271,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,1.348110837104535,PIT_SAFE,2003-07-11,KNOWN_EFFECTIVE_DATE,LARGE
600273,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.5044950005781839,PIT_SAFE,2003-06-27,KNOWN_EFFECTIVE_DATE,LARGE
600273,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.5613047125503323,PIT_SAFE,2007-08-03,KNOWN_EFFECTIVE_DATE,LARGE
600273,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,1.5463666931166242,PIT_SAFE,2007-08-03,KNOWN_EFFECTIVE_DATE,LARGE
600276,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.05898777605203001,PIT_SAFE,2000-10-18,KNOWN_EFFECTIVE_DATE,LARGE
600276,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.3458475005188355,PIT_SAFE,2000-10-18,KNOWN_EFFECTIVE_DATE,LARGE
600276,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.3610083789584989,PIT_SAFE,2000-10-18,KNOWN_EFFECTIVE_DATE,LARGE
600279,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.6391067327570563,PIT_SAFE,2000-07-31,KNOWN_EFFECTIVE_DATE,MID
600279,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,2.0720139306115333,PIT_SAFE,2000-07-31,KNOWN_EFFECTIVE_DATE,MID
600279,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,1.3648420326425421,PIT_SAFE,2000-07-31,KNOWN_EFFECTIVE_DATE,MID
600285,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.06687814576872196,PIT_SAFE,2000-10-18,KNOWN_EFFECTIVE_DATE,LARGE
600285,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.28026609181272155,PIT_SAFE,2000-10-18,KNOWN_EFFECTIVE_DATE,LARGE
600285,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.16631403386787563,PIT_SAFE,2000-10-18,KNOWN_EFFECTIVE_DATE,LARGE
600298,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.13782169626615087,PIT_SAFE,2000-08-18,KNOWN_EFFECTIVE_DATE,LARGE
600298,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,1.3756136812572932,PIT_SAFE,2000-08-18,KNOWN_EFFECTIVE_DATE,LARGE
600298,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.5005990547372099,PIT_SAFE,2000-08-18,KNOWN_EFFECTIVE_DATE,LARGE
600300,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,1.2747218531991524,PIT_SAFE,2008-05-22,KNOWN_EFFECTIVE_DATE,MID
600300,2012-06-15,MID,PIT_SAFE_HISTORICAL_MCAP,12.636026829582832,PIT_SAFE,2011-05-23,KNOWN_EFFECTIVE_DATE,MID
600300,2015-06-15,MID,PIT_SAFE_HISTORICAL_MCAP,17.831675047437393,PIT_SAFE,2011-05-23,KNOWN_EFFECTIVE_DATE,MID
600307,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.7739638083835818,PIT_SAFE,2000-12-20,KNOWN_EFFECTIVE_DATE,LARGE
600307,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,2.154519227513727,PIT_SAFE,2000-12-20,KNOWN_EFFECTIVE_DATE,LARGE
600307,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,1.4349247089601913,PIT_SAFE,2000-12-20,KNOWN_EFFECTIVE_DATE,LARGE
600308,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.303700185145143,PIT_SAFE,2000-09-28,KNOWN_EFFECTIVE_DATE,MID
600308,2007-10-15,MID,PIT_SAFE_HISTORICAL_MCAP,5.954528059660056,PIT_SAFE,2007-06-29,KNOWN_EFFECTIVE_DATE,MID
600308,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,1.4739717798219114,PIT_SAFE,2007-06-29,KNOWN_EFFECTIVE_DATE,MID
600312,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.31767469698236755,PIT_SAFE,2001-02-21,KNOWN_EFFECTIVE_DATE,LARGE
600312,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,1.1617672089380882,PIT_SAFE,2001-02-21,KNOWN_EFFECTIVE_DATE,LARGE
600312,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,1.1356744072953282,PIT_SAFE,2001-02-21,KNOWN_EFFECTIVE_DATE,LARGE
600320,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.7982643724137356,PIT_SAFE,2000-12-21,KNOWN_EFFECTIVE_DATE,LARGE
600320,2007-10-15,MID,PIT_SAFE_HISTORICAL_MCAP,6.534672254087656,PIT_SAFE,2000-12-21,KNOWN_EFFECTIVE_DATE,LARGE
600320,2008-10-15,MID,PIT_SAFE_HISTORICAL_MCAP,18.644742942635485,PIT_SAFE,2007-10-23,KNOWN_EFFECTIVE_DATE,LARGE
600326,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.04346103529825507,PIT_SAFE,2001-01-16,KNOWN_EFFECTIVE_DATE,LARGE
600326,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.4819433446444803,PIT_SAFE,2007-09-04,KNOWN_EFFECTIVE_DATE,LARGE
600326,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.4000603427616726,PIT_SAFE,2008-09-05,KNOWN_EFFECTIVE_DATE,LARGE
600330,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.7866237740295671,PIT_SAFE,2005-01-27,KNOWN_EFFECTIVE_DATE,LARGE
600330,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,1.4828672768128475,PIT_SAFE,2005-01-27,KNOWN_EFFECTIVE_DATE,LARGE
600330,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,2.945957874311479,PIT_SAFE,2008-01-03,KNOWN_EFFECTIVE_DATE,LARGE
600331,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.11777271685107,PIT_SAFE,2001-12-20,KNOWN_EFFECTIVE_DATE,LARGE
600331,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,2.026704597946693,PIT_SAFE,2007-09-12,KNOWN_EFFECTIVE_DATE,LARGE
600331,2008-10-15,MID,PIT_SAFE_HISTORICAL_MCAP,10.954548452232624,PIT_SAFE,2007-09-12,KNOWN_EFFECTIVE_DATE,LARGE
600333,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.1785536569332081,PIT_SAFE,2000-12-11,KNOWN_EFFECTIVE_DATE,MID
600333,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.2863804866017771,PIT_SAFE,2000-12-11,KNOWN_EFFECTIVE_DATE,MID
600333,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.31369239868029924,PIT_SAFE,2000-12-11,KNOWN_EFFECTIVE_DATE,MID
600336,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.4770274856395895,PIT_SAFE,2000-12-29,KNOWN_EFFECTIVE_DATE,MID
600336,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,1.5820004629191597,PIT_SAFE,2000-12-29,KNOWN_EFFECTIVE_DATE,MID
600336,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.6226686588352194,PIT_SAFE,2000-12-29,KNOWN_EFFECTIVE_DATE,MID
600339,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.6507627269323649,PIT_SAFE,2000-12-25,KNOWN_EFFECTIVE_DATE,LARGE
600339,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,1.2205808003890526,PIT_SAFE,2007-05-21,KNOWN_EFFECTIVE_DATE,LARGE
600339,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,4.491145726014342,PIT_SAFE,2008-05-22,KNOWN_EFFECTIVE_DATE,LARGE
600345,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.9149506834629686,PIT_SAFE,2000-12-22,KNOWN_EFFECTIVE_DATE,LARGE
600345,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,1.365727443902682,PIT_SAFE,2000-12-22,KNOWN_EFFECTIVE_DATE,LARGE
600345,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.9756321448685992,PIT_SAFE,2000-12-22,KNOWN_EFFECTIVE_DATE,LARGE
600351,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.12927272089961758,PIT_SAFE,2002-09-26,KNOWN_EFFECTIVE_DATE,MID
600351,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.19197064655407425,PIT_SAFE,2002-09-26,KNOWN_EFFECTIVE_DATE,MID
600351,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.4324600242529102,PIT_SAFE,2008-05-29,KNOWN_EFFECTIVE_DATE,MID
600363,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.4946154183014199,PIT_SAFE,2001-03-29,KNOWN_EFFECTIVE_DATE,LARGE
600363,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,1.2102499220905454,PIT_SAFE,2001-03-29,KNOWN_EFFECTIVE_DATE,LARGE
600363,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,1.9385418945816069,PIT_SAFE,2001-03-29,KNOWN_EFFECTIVE_DATE,LARGE
600373,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.06920647368003012,PIT_SAFE,2002-03-04,KNOWN_EFFECTIVE_DATE,LARGE
600373,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.04803872473789874,PIT_SAFE,2002-03-04,KNOWN_EFFECTIVE_DATE,LARGE
600373,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.10408390540143718,PIT_SAFE,2002-03-04,KNOWN_EFFECTIVE_DATE,LARGE
600376,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.04044422220711618,PIT_SAFE,2001-03-12,KNOWN_EFFECTIVE_DATE,LARGE
600376,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.6214002708875856,PIT_SAFE,2001-03-12,KNOWN_EFFECTIVE_DATE,LARGE
600376,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.8365439028836267,PIT_SAFE,2008-01-09,KNOWN_EFFECTIVE_DATE,LARGE
600377,2005-06-15,MID,PIT_SAFE_HISTORICAL_MCAP,8.00257892400506,PIT_SAFE,2001-01-16,KNOWN_EFFECTIVE_DATE,LARGE
600377,2007-10-15,MID,PIT_SAFE_HISTORICAL_MCAP,21.302102426341495,PIT_SAFE,2001-01-16,KNOWN_EFFECTIVE_DATE,LARGE
600377,2008-10-15,MID,PIT_SAFE_HISTORICAL_MCAP,11.076585224440171,PIT_SAFE,2001-01-16,KNOWN_EFFECTIVE_DATE,LARGE
600380,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.45693184529639574,PIT_SAFE,2001-06-08,KNOWN_EFFECTIVE_DATE,LARGE
600380,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,1.2094994986995542,PIT_SAFE,2001-06-08,KNOWN_EFFECTIVE_DATE,LARGE
600380,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.9337494860566233,PIT_SAFE,2001-06-08,KNOWN_EFFECTIVE_DATE,LARGE
600383,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.1972064012644957,PIT_SAFE,2005-01-06,KNOWN_EFFECTIVE_DATE,LARGE
600383,2007-10-15,MID,PIT_SAFE_HISTORICAL_MCAP,5.803117519597991,PIT_SAFE,2007-07-04,KNOWN_EFFECTIVE_DATE,LARGE
600383,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,2.306125007180693,PIT_SAFE,2008-07-04,KNOWN_EFFECTIVE_DATE,LARGE
600391,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.04196831820932634,PIT_SAFE,2001-12-12,KNOWN_EFFECTIVE_DATE,LARGE
600391,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.27681542712486595,PIT_SAFE,2001-12-12,KNOWN_EFFECTIVE_DATE,LARGE
600391,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.16297454069240935,PIT_SAFE,2001-12-12,KNOWN_EFFECTIVE_DATE,LARGE
600392,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.08529136413116321,PIT_SAFE,2003-05-29,KNOWN_EFFECTIVE_DATE,LARGE
600392,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.14693496480866328,PIT_SAFE,2003-05-29,KNOWN_EFFECTIVE_DATE,LARGE
600392,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.1568324858920285,PIT_SAFE,2003-05-29,KNOWN_EFFECTIVE_DATE,LARGE
600396,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.07551753535866736,PIT_SAFE,2001-03-28,KNOWN_EFFECTIVE_DATE,LARGE
600396,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.5883960874997651,PIT_SAFE,2006-09-21,KNOWN_EFFECTIVE_DATE,LARGE
600396,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.41979742549015914,PIT_SAFE,2006-09-21,KNOWN_EFFECTIVE_DATE,LARGE
600397,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.10293167105796586,PIT_SAFE,2002-07-02,KNOWN_EFFECTIVE_DATE,LARGE
600397,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.17808247111573206,PIT_SAFE,2002-07-02,KNOWN_EFFECTIVE_DATE,LARGE
600397,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.2523428644141188,PIT_SAFE,2002-07-02,KNOWN_EFFECTIVE_DATE,LARGE
600400,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.16468651543374768,PIT_SAFE,2004-09-23,KNOWN_EFFECTIVE_DATE,MID
600400,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.21797217202747607,PIT_SAFE,2004-09-23,KNOWN_EFFECTIVE_DATE,MID
600400,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.3150454536345004,PIT_SAFE,2004-09-23,KNOWN_EFFECTIVE_DATE,MID
600408,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.29495294240407566,PIT_SAFE,2003-02-12,KNOWN_EFFECTIVE_DATE,MID
600408,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.45031485864315657,PIT_SAFE,2007-08-17,KNOWN_EFFECTIVE_DATE,MID
600408,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,3.6285724571806437,PIT_SAFE,2008-08-18,KNOWN_EFFECTIVE_DATE,MID
600410,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.13961532789815453,PIT_SAFE,2004-04-27,KNOWN_EFFECTIVE_DATE,LARGE
600410,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,2.7670385044350243,PIT_SAFE,2007-09-14,KNOWN_EFFECTIVE_DATE,LARGE
600410,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,2.454575079931068,PIT_SAFE,2008-09-16,KNOWN_EFFECTIVE_DATE,LARGE
600415,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.07282849469438801,PIT_SAFE,2004-04-01,KNOWN_EFFECTIVE_DATE,LARGE
600415,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.2609604269369371,PIT_SAFE,2004-04-01,KNOWN_EFFECTIVE_DATE,LARGE
600415,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.33263823725523867,PIT_SAFE,2008-08-28,KNOWN_EFFECTIVE_DATE,LARGE
600416,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.10582655305385749,PIT_SAFE,2002-07-18,KNOWN_EFFECTIVE_DATE,LARGE
600416,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.6711041700872149,PIT_SAFE,2006-11-08,KNOWN_EFFECTIVE_DATE,LARGE
600416,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.4135586571930553,PIT_SAFE,2006-11-08,KNOWN_EFFECTIVE_DATE,LARGE
600420,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.08999384794338003,PIT_SAFE,2004-06-16,KNOWN_EFFECTIVE_DATE,LARGE
600420,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.8385906015676612,PIT_SAFE,2007-04-04,KNOWN_EFFECTIVE_DATE,LARGE
600420,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,1.099699478323997,PIT_SAFE,2007-04-04,KNOWN_EFFECTIVE_DATE,LARGE
600422,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.15675487258286422,PIT_SAFE,2000-12-06,KNOWN_EFFECTIVE_DATE,MID
600422,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.24290888769863864,PIT_SAFE,2000-12-06,KNOWN_EFFECTIVE_DATE,MID
600422,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.33666471761905775,PIT_SAFE,2000-12-06,KNOWN_EFFECTIVE_DATE,MID
600433,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.17060152554602245,PIT_SAFE,2003-06-19,KNOWN_EFFECTIVE_DATE,MID
600433,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.17104121420900673,PIT_SAFE,2003-06-19,KNOWN_EFFECTIVE_DATE,MID
600433,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.2899786245619397,PIT_SAFE,2003-06-19,KNOWN_EFFECTIVE_DATE,MID
600436,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.282670996919273,PIT_SAFE,2003-06-16,KNOWN_EFFECTIVE_DATE,LARGE
600436,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,1.112039733927454,PIT_SAFE,2003-06-16,KNOWN_EFFECTIVE_DATE,LARGE
600436,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.5188315698746512,PIT_SAFE,2003-06-16,KNOWN_EFFECTIVE_DATE,LARGE
600444,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.43594767923693634,PIT_SAFE,2004-02-19,KNOWN_EFFECTIVE_DATE,MID
600444,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.29574517491094177,PIT_SAFE,2004-02-19,KNOWN_EFFECTIVE_DATE,MID
600444,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,1.0727451880945695,PIT_SAFE,2004-02-19,KNOWN_EFFECTIVE_DATE,MID
600452,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.08178822159815081,PIT_SAFE,2004-03-03,KNOWN_EFFECTIVE_DATE,LARGE
600452,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.15958971558186255,PIT_SAFE,2004-03-03,KNOWN_EFFECTIVE_DATE,LARGE
600452,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.10123859285822297,PIT_SAFE,2004-03-03,KNOWN_EFFECTIVE_DATE,LARGE
600456,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.5464004608530012,PIT_SAFE,2002-04-12,KNOWN_EFFECTIVE_DATE,LARGE
600456,2007-10-15,MID,PIT_SAFE_HISTORICAL_MCAP,25.4227817204153,PIT_SAFE,2007-09-12,KNOWN_EFFECTIVE_DATE,LARGE
600456,2008-10-15,MID,PIT_SAFE_HISTORICAL_MCAP,5.443952476624783,PIT_SAFE,2008-01-22,KNOWN_EFFECTIVE_DATE,LARGE
600461,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.14866983002051476,PIT_SAFE,2004-06-01,KNOWN_EFFECTIVE_DATE,LARGE
600461,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.16889247890696027,PIT_SAFE,2004-06-01,KNOWN_EFFECTIVE_DATE,LARGE
600461,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.3471184817051258,PIT_SAFE,2004-06-01,KNOWN_EFFECTIVE_DATE,LARGE
600475,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.291901269348119,PIT_SAFE,2003-07-21,KNOWN_EFFECTIVE_DATE,LARGE
600475,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.802800015302652,PIT_SAFE,2003-07-21,KNOWN_EFFECTIVE_DATE,LARGE
600475,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,1.0898410399627383,PIT_SAFE,2003-07-21,KNOWN_EFFECTIVE_DATE,LARGE
600478,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.09885667809431713,PIT_SAFE,2003-09-18,KNOWN_EFFECTIVE_DATE,MID
600478,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.07954123454885707,PIT_SAFE,2003-09-18,KNOWN_EFFECTIVE_DATE,MID
600478,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.47109268768291584,PIT_SAFE,2008-04-15,KNOWN_EFFECTIVE_DATE,MID
600483,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.18374677604266676,PIT_SAFE,2004-05-31,KNOWN_EFFECTIVE_DATE,LARGE
600483,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.7769342990506666,PIT_SAFE,2004-05-31,KNOWN_EFFECTIVE_DATE,LARGE
600483,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.4814804124553332,PIT_SAFE,2004-05-31,KNOWN_EFFECTIVE_DATE,LARGE
600488,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.2780094659239397,PIT_SAFE,2001-06-18,KNOWN_EFFECTIVE_DATE,MID
600488,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.69283616700519,PIT_SAFE,2001-06-18,KNOWN_EFFECTIVE_DATE,MID
600488,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.7976366459984915,PIT_SAFE,2001-06-18,KNOWN_EFFECTIVE_DATE,MID
600489,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.1250877119251483,PIT_SAFE,2003-08-14,KNOWN_EFFECTIVE_DATE,LARGE
600489,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,1.8134744532812905,PIT_SAFE,2003-08-14,KNOWN_EFFECTIVE_DATE,LARGE
600489,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,1.4225060808569416,PIT_SAFE,2008-02-28,KNOWN_EFFECTIVE_DATE,LARGE
600495,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.07319502863958681,PIT_SAFE,2004-05-26,KNOWN_EFFECTIVE_DATE,MID
600495,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.5145022622900643,PIT_SAFE,2004-05-26,KNOWN_EFFECTIVE_DATE,MID
600495,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.23601388344600904,PIT_SAFE,2004-05-26,KNOWN_EFFECTIVE_DATE,MID
600499,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.09430220907390945,PIT_SAFE,2002-10-10,KNOWN_EFFECTIVE_DATE,LARGE
600499,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.044970571132708775,PIT_SAFE,2002-10-10,KNOWN_EFFECTIVE_DATE,LARGE
600499,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.6496287917704797,PIT_SAFE,2008-06-12,KNOWN_EFFECTIVE_DATE,LARGE
600508,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.9304194512925538,PIT_SAFE,2001-08-29,KNOWN_EFFECTIVE_DATE,MID
600508,2007-10-15,MID,PIT_SAFE_HISTORICAL_MCAP,8.317665731945624,PIT_SAFE,2001-08-29,KNOWN_EFFECTIVE_DATE,MID
600508,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,2.541252630431421,PIT_SAFE,2001-08-29,KNOWN_EFFECTIVE_DATE,MID
600511,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.14668110121073133,PIT_SAFE,2002-11-27,KNOWN_EFFECTIVE_DATE,LARGE
600511,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.6996032978621504,PIT_SAFE,2002-11-27,KNOWN_EFFECTIVE_DATE,LARGE
600511,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,1.6057073995222477,PIT_SAFE,2002-11-27,KNOWN_EFFECTIVE_DATE,LARGE
600512,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.14406680735166422,PIT_SAFE,2002-12-26,KNOWN_EFFECTIVE_DATE,MID
600512,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.5753178369925307,PIT_SAFE,2002-12-26,KNOWN_EFFECTIVE_DATE,MID
600512,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.7955048289470754,PIT_SAFE,2008-01-25,KNOWN_EFFECTIVE_DATE,MID
600516,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.08757680836878921,PIT_SAFE,2002-08-30,KNOWN_EFFECTIVE_DATE,LARGE
600516,2007-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,0.33580874501963337,PIT_SAFE,2002-08-30,KNOWN_EFFECTIVE_DATE,LARGE
600516,2008-10-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,1.5753640687271786,PIT_SAFE,2008-07-04,KNOWN_EFFECTIVE_DATE,LARGE
600519,2005-06-15,SMALL,PIT_SAFE_HISTORICAL_MCAP,2.008622524105986,PIT_SAFE,2001-08-27,KNOWN_EFFECTIVE_DATE,LARGE
600519,2007-10-15,MID,PIT_SAFE_HISTORICAL_MCAP,18.297510865036877,PIT_SAFE,2001-08-27,KNOWN_EFFECTIVE_DATE,LARGE
600519,2008-10-15,MID,PIT_SAFE_HISTORICAL_MCAP,16.605738308629515,PIT_SAFE,2001-08-27,KNOWN_EFFECTIVE_DATE,LARGE
