replay_case_id,symbol,as_of_date,size_group,mcap_b,sector,data_quality,st_status,market_cap_quality,market_cap,ma20,atr_pct,macd,vol_ratio,price_pos,turnover_1d,avg_turnover_20d,filter_market_cap,filter_st,filter_turnover_1d,filter_turnover_20d,filter_price_pos,filter_vol_ratio,filter_atr,final_candidate,exclusion_reason,pit_confidence,mode,replay_confidence,case_hash
300535_2021-10-15,300535,2021-10-15,MID,14.04,其他化学制品,PARTIAL,UNKNOWN,UNKNOWN,0,15.078647174269614,5.420587549532979,-1.624346184951997,0.3830549140478232,41.63675783133491,19780130.859375,47555215.234375,UNKNOWN,UNKNOWN,FAIL,PASS,FAIL,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; PRICE_POS_ABOVE; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,171135fe
300405_2015-06-15,300405,2015-06-15,MID,14.08,其他化学制品,PARTIAL,UNKNOWN,UNKNOWN,0,11.558062023357357,4.580163197779651,-1105.455109048972,0.6428806293795536,,26223855.46875,59261259.375,UNKNOWN,UNKNOWN,FAIL,PASS,UNKNOWN,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; PRICE_POS_UNKNOWN; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,6492c94f
300405_2018-10-15,300405,2018-10-15,MID,14.08,其他化学制品,PARTIAL,UNKNOWN,UNKNOWN,0,4.045161269926238,2.5763750737037574,-0.47850922207275615,1.4394756408804965,2.1338714202185733,9107435.546875,5932231.018066406,UNKNOWN,UNKNOWN,FAIL,FAIL,PASS,FAIL,FAIL,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; TURNOVER_20D_BELOW; VOL_RATIO_BELOW; ATR_BELOW,LOW,RESEARCH,BLOCKED,3fb91398
300405_2020-06-15,300405,2020-06-15,MID,14.08,其他化学制品,PARTIAL,UNKNOWN,UNKNOWN,0,4.206105250192708,2.8236961056687906,-0.2549771370061938,4.66665282630971,15.680125751288177,26426320.3125,9413720.1171875,UNKNOWN,UNKNOWN,FAIL,FAIL,PASS,PASS,FAIL,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; TURNOVER_20D_BELOW; ATR_BELOW,LOW,RESEARCH,BLOCKED,a32ce192
600561_2005-06-15,600561,2005-06-15,MID,14.51,公交,PARTIAL,UNKNOWN,UNKNOWN,0,1.1504959510814818,2.8899406658184845,0.40736350339969396,0.43157519395592164,89.94516081970143,5806497.0703125,10852346.948242188,UNKNOWN,UNKNOWN,FAIL,FAIL,FAIL,FAIL,FAIL,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; TURNOVER_20D_BELOW; PRICE_POS_ABOVE; VOL_RATIO_BELOW; ATR_BELOW,LOW,RESEARCH,BLOCKED,6017aaca
600561_2007-10-15,600561,2007-10-15,MID,14.51,公交,PARTIAL,UNKNOWN,UNKNOWN,0,1.9180551965910613,10.62344171149551,3.4163857802605726,0.9740576173017679,74.46742125500933,70844570.3125,111594226.171875,UNKNOWN,UNKNOWN,FAIL,PASS,FAIL,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; PRICE_POS_ABOVE; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,d3b737b3
600561_2008-10-15,600561,2008-10-15,MID,14.51,公交,PARTIAL,UNKNOWN,UNKNOWN,0,1.201991479737418,4.034676894678472,-1.0288444587799448,1.1422931703792303,35.5510087286661,31813039.0625,11088643.701171875,UNKNOWN,UNKNOWN,FAIL,FAIL,PASS,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; TURNOVER_20D_BELOW; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,d26e8f44
300220_2015-06-15,300220,2015-06-15,MID,14.77,娱乐用品,PARTIAL,UNKNOWN,UNKNOWN,0,3.8719641601717143,5.2778334189619915,3.158763700819385,0.6737352095332436,81.62228154639585,78827812.5,169286869.53125,UNKNOWN,UNKNOWN,FAIL,PASS,FAIL,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; PRICE_POS_ABOVE; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,a060c788
300220_2018-10-15,300220,2018-10-15,MID,14.77,娱乐用品,PARTIAL,UNKNOWN,UNKNOWN,0,1.1575013915502468,3.1885466039781845,-1.5122001634200184,1.1019230778682416,0.0,15343904.296875,8830696.069335938,UNKNOWN,UNKNOWN,FAIL,FAIL,PASS,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; TURNOVER_20D_BELOW; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,f09e5e55
300220_2020-06-15,300220,2020-06-15,MID,14.77,娱乐用品,PARTIAL,UNKNOWN,UNKNOWN,0,5.350322633527712,5.242135219684928,1.3115441124063343,1.6477056681967446,86.06002466747535,128626710.9375,101763511.71875,UNKNOWN,UNKNOWN,PASS,PASS,FAIL,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; PRICE_POS_ABOVE; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,613381eb
300500_2018-10-15,300500,2018-10-15,MID,14.81,工程咨询服务Ⅲ,PARTIAL,UNKNOWN,UNKNOWN,0,15.771947634409813,4.649997794887181,-3.548602520808318,1.1050077302473897,0.0,13219820.3125,19320508.544921875,UNKNOWN,UNKNOWN,FAIL,FAIL,PASS,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; TURNOVER_20D_BELOW; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,dfe3a166
300500_2020-06-15,300500,2020-06-15,MID,14.81,工程咨询服务Ⅲ,PARTIAL,UNKNOWN,UNKNOWN,0,12.937969853852191,1.6249859854019346,-0.7202853591209056,0.664291517286253,1.3588015360433912,6131832.03125,11004298.657226562,UNKNOWN,UNKNOWN,FAIL,FAIL,PASS,FAIL,FAIL,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; TURNOVER_20D_BELOW; VOL_RATIO_BELOW; ATR_BELOW,LOW,RESEARCH,BLOCKED,36128afd
300500_2021-10-15,300500,2021-10-15,MID,14.81,工程咨询服务Ⅲ,PARTIAL,UNKNOWN,UNKNOWN,0,21.673221287237087,8.299321954641103,-6.7247449733526325,0.4104058311970704,49.231704343849785,79390257.8125,342091600.390625,UNKNOWN,UNKNOWN,FAIL,PASS,FAIL,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; PRICE_POS_ABOVE; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,f6116bca
300635_2018-10-15,300635,2018-10-15,MID,14.84,工程咨询服务Ⅲ,PARTIAL,UNKNOWN,UNKNOWN,0,1.1235972630942337,3.892094970419858,-4.313375016465596,0.5757191753675536,,8362577.1484375,12528693.06640625,UNKNOWN,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; TURNOVER_20D_BELOW; PRICE_POS_UNKNOWN; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,6f2de460
300635_2020-06-15,300635,2020-06-15,MID,14.84,工程咨询服务Ⅲ,PARTIAL,UNKNOWN,UNKNOWN,0,2.3875009748160974,3.7803019337122232,5.773467403888884,1.4259637492077162,100.0,74952945.3125,55943542.1875,UNKNOWN,UNKNOWN,FAIL,PASS,FAIL,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; PRICE_POS_ABOVE; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,aad716c0
300635_2021-10-15,300635,2021-10-15,MID,14.84,工程咨询服务Ⅲ,PARTIAL,UNKNOWN,UNKNOWN,0,1.4531399690160747,3.806677034897369,-1.015882027347538,0.6559138693480757,8.374014437559369,12202997.0703125,24058587.158203125,UNKNOWN,UNKNOWN,FAIL,FAIL,PASS,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; TURNOVER_20D_BELOW; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,5ae0228c
600493_2005-06-15,600493,2005-06-15,MID,14.88,棉纺,PARTIAL,UNKNOWN,UNKNOWN,0,1.743273527372725,3.1590414084307037,-1.473610668430137,0.7936570696312295,,3343947.998046875,5819593.029785156,UNKNOWN,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; TURNOVER_20D_BELOW; PRICE_POS_UNKNOWN; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,af718ed7
600493_2007-10-15,600493,2007-10-15,MID,14.88,棉纺,PARTIAL,UNKNOWN,UNKNOWN,0,4.239940647262236,4.444648737104681,1.9127830438853985,1.4881601961692188,64.25766246803235,30295941.40625,28841995.01953125,UNKNOWN,UNKNOWN,FAIL,FAIL,FAIL,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; TURNOVER_20D_BELOW; PRICE_POS_ABOVE; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,d2427630
600493_2008-10-15,600493,2008-10-15,MID,14.88,棉纺,PARTIAL,UNKNOWN,UNKNOWN,0,2.004891128464027,6.293636112317145,-8.103267283107835,0.3561743213278543,0.0,4611935.05859375,10219102.563476562,UNKNOWN,UNKNOWN,FAIL,FAIL,PASS,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; TURNOVER_20D_BELOW; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,784444e5
300605_2018-10-15,300605,2018-10-15,MID,14.91,垂直应用软件,PARTIAL,UNKNOWN,UNKNOWN,0,10.274594187026537,4.102420484670261,0.20991478016876858,1.9902688522740264,,57934050.78125,20133218.75,UNKNOWN,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; TURNOVER_20D_BELOW; PRICE_POS_UNKNOWN; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,a9014823
300605_2020-06-15,300605,2020-06-15,MID,14.91,垂直应用软件,PARTIAL,UNKNOWN,UNKNOWN,0,12.208729938124652,2.5235870887579184,-1.2183492277717285,0.7444606220950647,46.56010732208517,22004535.15625,26911303.61328125,UNKNOWN,UNKNOWN,FAIL,FAIL,FAIL,FAIL,FAIL,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; TURNOVER_20D_BELOW; PRICE_POS_ABOVE; VOL_RATIO_BELOW; ATR_BELOW,LOW,RESEARCH,BLOCKED,54d270ed
300605_2021-10-15,300605,2021-10-15,MID,14.91,垂直应用软件,PARTIAL,UNKNOWN,UNKNOWN,0,12.12843499326847,5.343431280812224,2.2188415939100854,9.784763009695512,42.131296226932285,368092625.0,27609752.392578125,UNKNOWN,UNKNOWN,PASS,FAIL,FAIL,PASS,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_20D_BELOW; PRICE_POS_ABOVE,LOW,RESEARCH,BLOCKED,5a91d832
300614_2021-10-15,300614,2021-10-15,MID,15.0,固废治理,PARTIAL,UNKNOWN,UNKNOWN,0,42.793142836560705,10.499034537111957,-277.65101112893956,0.9359453524315131,,142328562.5,185093538.671875,UNKNOWN,UNKNOWN,PASS,PASS,UNKNOWN,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; PRICE_POS_UNKNOWN; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,c31d70ce
300614_2022-12-15,300614,2022-12-15,MID,15.0,固废治理,PARTIAL,UNKNOWN,UNKNOWN,0,25.563446555699475,4.490497260309939,1.104454916309336,0.6441766918593973,,40011011.71875,71857435.3515625,UNKNOWN,UNKNOWN,FAIL,PASS,UNKNOWN,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; PRICE_POS_UNKNOWN; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,67118760
300614_2024-06-15,300614,2024-06-15,MID,15.0,固废治理,PARTIAL,UNKNOWN,UNKNOWN,0,10.6375,6.178010471204189,-5.419272998507261,0.45194527568193965,1.5233092153409098,18596900.0,64586435.0,UNKNOWN,UNKNOWN,FAIL,PASS,PASS,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,15dc4d70
603717_2018-10-15,603717,2018-10-15,MID,15.58,园林工程,PARTIAL,UNKNOWN,UNKNOWN,0,9.049670510353831,3.9204041096268663,-3.977104153425958,1.0059014311442385,,8448143.5546875,11632249.70703125,UNKNOWN,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; TURNOVER_20D_BELOW; PRICE_POS_UNKNOWN; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,3cba4c61
603717_2020-06-15,603717,2020-06-15,MID,15.58,园林工程,PARTIAL,UNKNOWN,UNKNOWN,0,8.033738384090423,3.515354705544312,1.364816161302853,0.35909685867548097,10.041407302246013,10052023.4375,38123085.205078125,UNKNOWN,UNKNOWN,FAIL,FAIL,PASS,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; TURNOVER_20D_BELOW; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,35399f07
603717_2021-10-15,603717,2021-10-15,MID,15.58,园林工程,PARTIAL,UNKNOWN,UNKNOWN,0,12.45875726707575,2.5907281693627966,0.251662209835019,1.2235217285184157,78.18180884063813,88114726.5625,36658210.107421875,UNKNOWN,UNKNOWN,PASS,FAIL,FAIL,FAIL,FAIL,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_20D_BELOW; PRICE_POS_ABOVE; VOL_RATIO_BELOW; ATR_BELOW,LOW,RESEARCH,BLOCKED,c3b9652d
301037_2022-12-15,301037,2022-12-15,MID,15.63,涂料油墨,PARTIAL,UNKNOWN,UNKNOWN,0,12.666976068245546,3.141273173828708,0.1435338788402545,0.5087561642257633,,8670321.2890625,27525490.4296875,UNKNOWN,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; TURNOVER_20D_BELOW; PRICE_POS_UNKNOWN; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,e2527b79
301037_2024-06-15,301037,2024-06-15,MID,15.63,涂料油墨,PARTIAL,UNKNOWN,UNKNOWN,0,9.5075,6.424581005586594,-3.133487670887055,0.979323930745782,24.777860394164087,17935600.0,32769660.0,UNKNOWN,UNKNOWN,FAIL,FAIL,PASS,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; TURNOVER_20D_BELOW; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,e084d22b
603022_2018-10-15,603022,2018-10-15,MID,15.7,综合包装,PARTIAL,UNKNOWN,UNKNOWN,0,7.647262321125996,3.660430219739025,-4.136553703131882,1.1362872168906608,0.0,16077807.6171875,11421928.405761719,UNKNOWN,UNKNOWN,FAIL,FAIL,PASS,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; TURNOVER_20D_BELOW; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,bd6a803a
603022_2020-06-15,603022,2020-06-15,MID,15.7,综合包装,PARTIAL,UNKNOWN,UNKNOWN,0,16.03913533328422,3.7365652151409496,-0.7419021875494777,1.54054580541781,77.48808234752693,41118019.53125,31380220.3125,UNKNOWN,UNKNOWN,FAIL,FAIL,FAIL,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; TURNOVER_20D_BELOW; PRICE_POS_ABOVE; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,e794ce59
603022_2021-10-15,603022,2021-10-15,MID,15.7,综合包装,PARTIAL,UNKNOWN,UNKNOWN,0,12.09492470969889,3.3963985085099457,-0.13071767331611683,0.37423573330105825,32.86309769456743,5992137.20703125,17185658.374023438,UNKNOWN,UNKNOWN,FAIL,FAIL,PASS,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; TURNOVER_20D_BELOW; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,afe3ce80
603327_2020-06-15,603327,2020-06-15,LARGE,90.12,消费电子零部件及组装,PARTIAL,UNKNOWN,UNKNOWN,0,8.807890204942675,3.1222382046740482,0.4284614005973137,1.2405545484541622,,70407414.0625,67450767.1875,UNKNOWN,UNKNOWN,FAIL,PASS,UNKNOWN,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; PRICE_POS_UNKNOWN; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,5bcfd723
603327_2021-10-15,603327,2021-10-15,LARGE,90.12,消费电子零部件及组装,PARTIAL,UNKNOWN,UNKNOWN,0,5.662140011141416,3.0352981599290643,-3.5485605316285107,0.30372465664820786,0.973241884262026,7730278.80859375,38846483.69140625,UNKNOWN,UNKNOWN,FAIL,FAIL,PASS,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; TURNOVER_20D_BELOW; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,00a48259
603327_2022-12-15,603327,2022-12-15,LARGE,90.12,消费电子零部件及组装,PARTIAL,UNKNOWN,UNKNOWN,0,7.139654813295008,2.954031662876675,-0.3436649361274462,1.210661964520526,42.83647145818284,143434203.125,58087359.765625,UNKNOWN,UNKNOWN,PASS,PASS,FAIL,FAIL,FAIL,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; PRICE_POS_ABOVE; VOL_RATIO_BELOW; ATR_BELOW,LOW,RESEARCH,BLOCKED,aa62c482
600666_2005-06-15,600666,2005-06-15,LARGE,90.24,面板,PARTIAL,UNKNOWN,UNKNOWN,0,1.3336842803105917,4.994799930971385,2.4124785428667037,0.44686604899059934,28.967068668302453,17373318.359375,21250932.983398438,UNKNOWN,UNKNOWN,FAIL,FAIL,PASS,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; TURNOVER_20D_BELOW; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,a86e3e4f
600666_2007-10-15,600666,2007-10-15,LARGE,90.24,面板,PARTIAL,UNKNOWN,UNKNOWN,0,0.54281926840952,4.611266394436762,2.064129779784947,0.3807118472440686,19.866570423724912,1963839.9658203125,4425573.989868164,UNKNOWN,UNKNOWN,FAIL,FAIL,PASS,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; TURNOVER_20D_BELOW; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,a47d1eff
600666_2008-10-15,600666,2008-10-15,LARGE,90.24,面板,PARTIAL,UNKNOWN,UNKNOWN,0,0.6987838398103845,3.5391769785851492,-1.271461773257667,1.2385227776710739,63.71595626919585,8799913.0859375,5236421.057128906,UNKNOWN,UNKNOWN,FAIL,FAIL,FAIL,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; TURNOVER_20D_BELOW; PRICE_POS_ABOVE; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,7e1c9be0
600185_2005-06-15,600185,2005-06-15,LARGE,90.29,旅游零售Ⅲ,PARTIAL,UNKNOWN,UNKNOWN,0,0.7754557966892162,4.877438267026983,1.85599442982478,2.410812865313041,13.354038172498296,3100843.994140625,2957164.8651123047,UNKNOWN,UNKNOWN,FAIL,FAIL,PASS,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; TURNOVER_20D_BELOW; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,6d4e51db
600185_2007-10-15,600185,2007-10-15,LARGE,90.29,旅游零售Ⅲ,PARTIAL,UNKNOWN,UNKNOWN,0,1.8632706069477638,5.927287525612097,9.372583710073169,0.9880144794203586,100.0,121025921.875,103472319.3359375,UNKNOWN,UNKNOWN,PASS,PASS,FAIL,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; PRICE_POS_ABOVE; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,3317fabb
600185_2008-10-15,600185,2008-10-15,LARGE,90.29,旅游零售Ⅲ,PARTIAL,UNKNOWN,UNKNOWN,0,1.974147174082243,6.777771842200295,-7.350684985269411,2.2317766895148976,36.79279063744713,27364673.828125,15003561.743164062,UNKNOWN,UNKNOWN,FAIL,FAIL,PASS,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; TURNOVER_20D_BELOW; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,f24e3436
603533_2018-10-15,603533,2018-10-15,LARGE,90.37,文字媒体,PARTIAL,UNKNOWN,UNKNOWN,0,21.264813402688773,6.292834513378194,-7.62359049518921,1.0855285423964707,,18174914.0625,30906519.62890625,UNKNOWN,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; TURNOVER_20D_BELOW; PRICE_POS_UNKNOWN; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,111ccf8e
603533_2020-06-15,603533,2020-06-15,LARGE,90.37,文字媒体,PARTIAL,UNKNOWN,UNKNOWN,0,32.3132327252127,5.468729639199616,5.227221789860403,1.4961340581723317,98.04277270189502,694491062.5,322509631.25,UNKNOWN,UNKNOWN,PASS,PASS,FAIL,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; PRICE_POS_ABOVE; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,eea75ffe
603533_2021-10-15,603533,2021-10-15,LARGE,90.37,文字媒体,PARTIAL,UNKNOWN,UNKNOWN,0,19.84728764904981,3.121599039994383,-2.351592316526502,0.5049881489324093,14.552334111885951,49377710.9375,106317184.5703125,UNKNOWN,UNKNOWN,FAIL,PASS,PASS,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,c84ae6d7
300276_2015-06-15,300276,2015-06-15,LARGE,90.51,机器人,PARTIAL,UNKNOWN,UNKNOWN,0,3.1169821242295326,4.708815069124495,-1.7817719288221012,0.5055034256829418,80.25779412146657,40055789.0625,92408240.91796875,UNKNOWN,UNKNOWN,FAIL,PASS,FAIL,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; PRICE_POS_ABOVE; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,64f56b6c
300276_2018-10-15,300276,2018-10-15,LARGE,90.51,机器人,PARTIAL,UNKNOWN,UNKNOWN,0,3.983176674450064,4.711188016546479,-2.537351287861136,3.3994430618754357,2.5296536330864714,31289513.671875,15353539.6484375,UNKNOWN,UNKNOWN,FAIL,FAIL,PASS,PASS,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; TURNOVER_20D_BELOW,LOW,RESEARCH,BLOCKED,fdab6b86
300276_2020-06-15,300276,2020-06-15,LARGE,90.51,机器人,PARTIAL,UNKNOWN,UNKNOWN,0,4.99260901654951,4.314974125410854,-0.17164483313298523,0.2585939342226129,55.72432446207802,69362796.875,303044523.828125,UNKNOWN,UNKNOWN,FAIL,PASS,FAIL,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; PRICE_POS_ABOVE; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,72f303a2
301188_2022-12-15,301188,2022-12-15,LARGE,90.8,医疗耗材,PARTIAL,UNKNOWN,UNKNOWN,0,14.626625433929613,1.919361591621243,-0.7219014100473791,0.46591581436220425,,15699401.3671875,35587137.353515625,UNKNOWN,UNKNOWN,FAIL,FAIL,UNKNOWN,FAIL,FAIL,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; TURNOVER_20D_BELOW; PRICE_POS_UNKNOWN; VOL_RATIO_BELOW; ATR_BELOW,LOW,RESEARCH,BLOCKED,a951473f
301188_2024-06-15,301188,2024-06-15,LARGE,90.8,医疗耗材,PARTIAL,UNKNOWN,UNKNOWN,0,16.923,3.9088685569345034,-2.0313197027311323,0.7110223006252293,55.20690576622537,25215400.0,57385010.0,UNKNOWN,UNKNOWN,FAIL,PASS,FAIL,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; PRICE_POS_ABOVE; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,e5132324
603328_2015-06-15,603328,2015-06-15,LARGE,90.86,印制电路板,PARTIAL,UNKNOWN,UNKNOWN,0,11.886820545067028,8.350110374913605,6.1839562228052305,0.8579757693682656,,274738937.5,418957557.03125,UNKNOWN,UNKNOWN,PASS,PASS,UNKNOWN,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; PRICE_POS_UNKNOWN; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,1f5a9403
603328_2018-10-15,603328,2018-10-15,LARGE,90.86,印制电路板,PARTIAL,UNKNOWN,UNKNOWN,0,6.715337467190257,4.234343597143693,-3.80385108420497,0.6102138330428534,0.0,14962205.078125,28900120.263671875,UNKNOWN,UNKNOWN,FAIL,FAIL,PASS,FAIL,PASS,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; TURNOVER_1D_BELOW; TURNOVER_20D_BELOW; VOL_RATIO_BELOW,LOW,RESEARCH,BLOCKED,1c0ebbb2
603328_2020-06-15,603328,2020-06-15,LARGE,90.86,印制电路板,PARTIAL,UNKNOWN,UNKNOWN,0,8.197156849944022,1.8091056574568873,-0.9548738422498904,0.9204096495640404,39.802476004285396,85596070.3125,71849722.65625,UNKNOWN,UNKNOWN,PASS,PASS,PASS,FAIL,FAIL,UNKNOWN,MARKET_CAP_UNKNOWN; ST_UNKNOWN; VOL_RATIO_BELOW; ATR_BELOW,LOW,RESEARCH,BLOCKED,eec6337d
